transaction_frequency,transaction_regularity,loan_amount,monthly_income,existing_loans,repayment_history,payment_consistency,default
18,0.575705083957911,7644,172,2,0.1285964859605525,0.5539794872200806,1
13,0.7558630839290443,7818,1264,1,0.5738505979750267,0.29795493131686546,1
5,0.3746151212155935,870,681,2,0.06090193309949332,0.45507563552038444,1
49,0.7604917132221252,3255,361,0,0.030930881393566034,0.16355379453018737,0
17,0.9995896080394666,1728,1463,0,0.7144141014704978,0.30412384946803617,0
8,0.3337484272023892,486,1431,2,0.3616470948410445,0.621106324910203,1
5,0.9840219289549221,6131,344,1,0.12537534923387328,0.3018000558611551,1
44,0.5848355725060094,6539,1638,2,0.25361277085970824,0.8997430784088717,1
36,0.9095274152360813,6501,1460,1,0.642086507352399,0.6284069576409897,1
38,0.8476698388407913,4108,1698,0,0.2755365671408512,0.4386490184359845,0
32,0.6969113826906674,2566,660,1,0.4945211251204079,0.03875693555418247,1
35,0.8169144464759286,2382,1199,2,0.12169530672667228,0.49954833520467123,1
12,0.9149608929109434,1956,274,2,0.588093637605447,0.7647762421250892,1
43,0.5828982251557231,8080,208,0,0.31607768384326407,0.26555759801241363,1
30,0.528923213094267,2098,282,1,0.6269684345287165,0.8067735696487673,1
38,0.7673153698945092,5576,291,1,0.8083948823040229,0.2518067660508815,1
7,0.8654921593588809,9528,164,1,0.6116464193899924,0.8237463879508005,1
16,0.833599594343631,4769,1972,0,0.29574756259502066,0.0852683416116774,1
5,0.8584695542010441,9442,1062,1,0.2557437015483004,0.8661837088690295,1
48,0.6049083203690531,4418,1597,2,0.327420958733448,0.4991864509333305,1
9,0.8724839513225151,7164,1906,1,0.16462051323650484,0.296537589620262,1
34,0.3841463387594259,7546,1223,0,0.18117185085002008,0.26511325041514877,0
34,0.6811423685725946,1531,1667,1,0.7906911019001679,0.43201055893036266,0
21,0.3040310623486851,5724,963,1,0.38473257650744497,0.999049498103645,0
27,0.5272100809301892,7561,1251,2,0.43599518057058584,0.22032739343758256,1
19,0.5565230744099785,1919,1575,1,0.5940494655668112,0.10321664887899962,1
41,0.5773208841264788,1230,468,2,0.5896534951515476,0.5850351687186619,1
25,0.7868270446829035,6663,950,2,0.06737687152192573,0.4885424664402571,1
18,0.5719906708892419,2758,142,0,0.8315407863376656,0.5241962710633074,0
6,0.6140855358357714,3600,1542,2,0.17732655322393942,0.6669354175572171,1
15,0.46628089161202924,8666,587,2,0.7230716360496688,0.2671440698706493,1
43,0.5612762541405381,2220,177,0,0.7726709881281666,0.9106649953838885,0
42,0.459088739084206,4120,925,2,0.7148995340913137,0.43567206612229037,1
38,0.3512371466379105,3359,1924,0,0.5789776465541452,0.12908619514246178,0
42,0.7224140153669645,1923,1393,1,0.01460899710888286,0.7422987567339443,1
38,0.7677489589885114,1574,773,0,0.3603754923631707,0.6431043526178503,0
22,0.73364324220673,2342,800,2,0.6048394293625812,0.3157434024840371,1
34,0.6244458306604006,3343,858,0,0.3874512959225387,0.6215187240340485,0
19,0.5658500461254609,7090,827,2,0.8634798949128131,0.21986195636897687,1
31,0.9043335547002775,5260,1438,1,0.30880227534961535,0.44483935934052954,1
38,0.6633572495953526,3234,1024,0,0.29353479245866043,0.8994125221673253,0
42,0.6354273143408116,2170,1974,1,0.26599769309265797,0.13353423316074942,1
37,0.317949446064505,459,1001,2,0.3327808689607955,0.386696449987462,1
28,0.5388734793383094,1241,988,2,0.5574049643141872,0.8211424247203473,1
19,0.5661369331500998,1735,1092,1,0.7070152942725908,0.9694908994061782,0
34,0.5791759466278303,4100,1291,0,0.6625679177387851,0.4539261364217959,0
46,0.7061206584591326,3461,438,0,0.8077178199814796,0.5069996201433474,0
21,0.6735217827088149,6683,292,2,0.8859139954974249,0.5721719617837697,1
9,0.7255335649554112,7935,1576,1,0.8160790423433513,0.9323481416337108,0
33,0.8354182830794898,106,382,1,0.018945403374354575,0.8582067909770298,0
8,0.8690900171012654,3367,1459,0,0.7359179535519887,0.17060112462164434,1
14,0.8026861533585461,6664,489,0,0.2083995736183316,0.436757817847075,1
21,0.9688665871684543,9883,1099,0,0.13292804270798264,0.4640004281964263,0
14,0.3127628078734531,5028,624,1,0.6384887847991355,0.7890961116487567,1
21,0.4370445899784823,2706,1363,0,0.3197431954076949,0.6028928826054353,0
24,0.30529401248469945,6006,1955,0,0.05711716337044326,0.654220462029013,0
28,0.753232299908222,3373,1606,2,0.13762973439836135,0.9981999076656176,1
9,0.9286213842649909,7711,758,0,0.0009294168699610639,0.07496004347001306,1
38,0.47043760760340947,1013,815,0,0.9032236273447073,0.223009823533733,0
10,0.9489241813574145,2111,1715,1,0.02461798384123859,0.40789593737154684,0
6,0.3421871732026926,1542,990,1,0.20945576950951106,0.3477824030488872,1
17,0.9541052187638599,5646,1678,2,0.41626278068790734,0.02164556134698359,1
47,0.546135881067744,1929,1581,0,0.3565713259508191,0.09177760647117583,1
47,0.37099457991445156,8867,1212,2,0.9117258769127757,0.6809532914035762,1
15,0.6401102314304279,6568,1783,1,0.040288945734542114,0.8793244633625606,1
27,0.47974359740435557,1029,1218,2,0.5122147076770516,0.5142270112659776,0
20,0.49941103137334597,3799,551,1,0.680479462524374,0.539191079513633,1
35,0.5151029754484006,9755,527,2,0.9316979736811688,0.2550934328323794,1
15,0.8621181284828643,1154,1274,2,0.620371252123721,0.7678763636337114,0
20,0.6774128936726781,5844,1637,0,0.8037552360117627,0.7517945873672564,0
12,0.5179153894092026,2000,1499,2,0.0837249378453484,0.5883656892176566,1
8,0.7272336483176428,9749,1145,0,0.38593951093692735,0.21266428651134284,1
44,0.8013054719562354,7080,982,0,0.37394713447906747,0.09701821823708945,0
8,0.4908368005134736,7169,412,0,0.8862882164557176,0.06423857585712589,0
29,0.589484371067746,9691,939,0,0.15137117126327493,0.5926960666428778,0
7,0.3853202653358633,3515,618,2,0.15188617233663027,0.8250353191428,1
36,0.4268045446742762,542,1329,1,0.32855814988579846,0.8583304317809248,0
7,0.7767824977754879,6318,474,1,0.05446604736683758,0.4636220743434498,1
31,0.42700684338693884,4752,550,1,0.18245804065249005,0.7842712993067169,1
33,0.667614368566942,8039,1749,2,0.9652096385457352,0.9468801963410236,1
36,0.7963323832057028,7933,1907,0,0.42818393986717285,0.275170112488068,0
23,0.3748138461663207,9470,1114,1,0.6320192084224364,0.39796034638075717,1
25,0.6971185537402325,7697,694,2,0.7261112593446369,0.9314789925966807,1
9,0.4795939485909546,4558,1302,0,0.3669614070072005,0.33823096731728486,0
22,0.9740488126663058,6691,1333,1,0.14722707441051697,0.9138762903217963,1
32,0.6384819527039473,9549,599,0,0.20658101622178082,0.9810448622544657,0
46,0.8641947848426106,2409,563,1,0.31326647658061035,0.6618107285744247,1
26,0.6851585795093832,6368,1963,1,0.6360684203522257,0.8168902895041683,0
25,0.3303887729983734,1010,1247,1,0.3982805490890544,0.7495455642210852,0
10,0.7432059629158156,4440,212,0,0.006814697900128119,0.6995342576155238,0
5,0.9659823395446598,4109,1135,2,0.5234071850674719,0.30693107298123257,1
9,0.7211282741024319,6728,1249,0,0.9215133919074179,0.057094337907943715,0
45,0.873432201598753,2269,1688,1,0.812077611008679,0.3430517325196506,0
16,0.9189445243438854,2272,430,0,0.8252113712596311,0.6669359852039066,0
30,0.4596558403642527,5768,1406,2,0.7950580176061312,0.10252919822780138,1
38,0.44843138793575865,6413,239,0,0.32373082561042366,0.011917982978242092,0
18,0.7276866921956942,8415,1524,2,0.765193833754392,0.13969237260293865,1
30,0.5877199288646933,8136,1001,2,0.143161357811193,0.7157359264107953,1
49,0.8879029120067041,6889,1220,0,0.6577161472759535,0.972793701656444,0
31,0.9300161863786078,885,616,1,0.6415685666849944,0.9830646996148205,0
13,0.5473949655119026,6239,668,2,0.02556979908973467,0.4939791491401879,1
30,0.4658093912821374,6444,945,0,0.7879701335909316,0.8693523009923474,0
26,0.8463678606707032,2516,1192,2,0.9032481050951305,0.7368264557515041,1
34,0.49236422488369525,9088,217,1,0.26741527847210766,0.5010402369846034,1
47,0.8758300229595748,4254,987,0,0.8123907241861509,0.5727605329550868,0
21,0.596616777554134,5719,1182,0,0.0824059718619482,0.13722714661687108,1
30,0.7672849295040293,2036,1156,0,0.599967858261066,0.9376614606165921,0
40,0.3668747196842677,3907,1441,1,0.48564686533427714,0.3519297707317768,1
5,0.736701527273601,7251,149,2,0.545923533309,0.4461492564571695,1
12,0.6162373751160604,9593,1612,0,0.9262052018843451,0.6716602309978987,0
39,0.7106259242228319,3336,118,2,0.8713152472468535,0.33390247152655395,1
19,0.4176099454214044,2452,825,2,0.785083657239757,0.25425916098893053,1
26,0.8158116214609274,2032,296,1,0.273698457678371,0.6310493932702206,1
18,0.9039579542802598,8656,1573,0,0.9118186286860916,0.02498408228184945,1
30,0.4517178600635429,5016,658,2,0.09750769246387525,0.7207251120266789,1
32,0.3670001888641132,5598,1802,0,0.8533292165587878,0.5140233698765098,0
27,0.3165470102324355,1046,551,0,0.3281600723536078,0.6057537305209344,0
18,0.7493800503102861,9669,388,1,0.053772311661983374,0.6318801592468851,1
28,0.7249658252621465,1539,1264,0,0.6693569842407483,0.5270501564925637,0
6,0.6826881888998491,7830,1207,0,0.23127992831595545,0.582533777440736,0
49,0.46236296728118276,4957,1817,2,0.24357112586463192,0.6837882008898746,1
30,0.5736341971338602,440,490,1,0.3060471662287715,0.7531188471796741,0
18,0.7161334346303211,482,1714,0,0.06368476750251673,0.7274523912861205,0
11,0.6477368012014185,9848,314,2,0.17712714419825404,0.8696164577322617,1
7,0.991449864150421,8591,1649,1,0.005139627585560302,0.18944343316740275,1
27,0.3955078267897132,238,314,1,0.4454095211057868,0.40114796949179754,0
47,0.7866011878333157,458,1526,2,0.08425537741797129,0.9477960660144571,1
49,0.5830231376730044,5031,227,2,0.682652605044199,0.3965905743863297,1
22,0.5997397304479303,9814,1945,2,0.23562285119164839,0.12487007690592267,1
42,0.8023184359607234,3556,1600,2,0.9435741440351771,0.5254451263621795,1
39,0.7847053059270588,1727,859,2,0.8712516273986526,0.10949097255446216,1
19,0.9938791955915318,9595,503,0,0.28944089496820824,0.2028532387278652,1
29,0.38987600261788763,6726,1152,0,0.7832154546566787,0.9983187565709567,0
41,0.37287675456891645,5104,1915,1,0.8032449046648062,0.541362638396132,1
32,0.8070371719901188,9426,437,0,0.9865631141144104,0.284058389040429,0
14,0.7048708419044863,6752,930,0,0.597839986845685,0.9947749545739061,0
43,0.49191246659186405,6516,813,0,0.08196573464366219,0.9665589185551432,0
21,0.3555935582922906,3270,460,2,0.646837228926381,0.44073904108426354,1
43,0.3599607747175014,3935,668,1,0.6249797483760352,0.2604031087879084,1
26,0.9259336122648827,8117,1515,1,0.6383505774204318,0.83839963809219,0
30,0.43430712730312004,2251,317,1,0.3071456481042115,0.7156207169717858,0
48,0.5263600934808645,9529,1697,1,0.8596795850803329,0.6869414350035103,0
29,0.4586594815588916,7005,1792,0,0.9594721829554119,0.8931137413224726,0
21,0.5484974140823561,2934,301,0,0.21771251297815153,0.6894171338713246,0
17,0.34859668992226533,9290,116,2,0.08815215813664445,0.28379794304154915,1
24,0.6633418536357892,2667,421,1,0.19453503316848408,0.6938631618757323,1
29,0.3473287945145504,1407,617,0,0.8205521392557188,0.30581351128366396,0
8,0.8602495554756531,8948,1693,0,0.6766446348198475,0.759238979656995,0
14,0.4635984573373031,2760,1448,2,0.6360473423391266,0.619747854491566,1
7,0.6780083402231574,3830,1535,2,0.4017931351094245,0.07741155198475058,1
45,0.9160553612930207,6307,1441,2,0.5778279715114357,0.512835362435142,1
49,0.7556141583330358,3262,780,0,0.3078741252743674,0.34330096919574093,0
22,0.6730704505859346,1240,1205,0,0.4772000794179613,0.32857063273229425,0
40,0.5270336271807629,8558,1597,2,0.7930630283706559,0.6022563023772572,1
26,0.5331013391407385,1808,1591,1,0.9812415974554621,0.3223248244694249,0
38,0.768640868638733,3730,524,2,0.9324889235898018,0.7768937482048727,1
12,0.9958975528548173,3311,1854,2,0.9338659428462488,0.07079143601117444,1
44,0.7632874328945649,6638,1812,2,0.4022237348471124,0.6603882523958254,1
48,0.6904483921590174,9802,1327,2,0.46878988050679093,0.8091948036567412,1
23,0.8114553571674723,575,1706,0,0.7056353963689815,0.6728316899204301,0
46,0.6256439285986026,7784,1118,1,0.9221919280512842,0.49722919501999574,1
45,0.34209963982054964,9268,486,2,0.14199425935208465,0.9503070137361812,1
41,0.6936077711145368,1307,877,1,0.30424186382719576,0.2999384897980636,0
10,0.970337699153766,2060,197,1,0.13924684459410952,0.019167887524977778,1
30,0.42271205965036174,657,1468,1,0.6120085299594553,0.43198937146344085,0
38,0.783003423574466,982,1926,2,0.30630099688753754,0.03301193590032725,1
49,0.44065358206133953,4861,307,0,0.32610785251257346,0.9539367525264087,0
10,0.6750793791311569,5967,1637,2,0.07091595948797924,0.2099180457480515,1
41,0.3676735147527037,7063,1759,1,0.34979606180759193,0.7889270239488795,1
37,0.6152596553807296,7266,1915,1,0.8624965074015853,0.7745720831743649,1
26,0.8293143302266721,8029,685,0,0.23307281189083495,0.21772889968293352,0
25,0.5433000669672874,5447,265,2,0.6951874662100657,0.6212265304801673,1
10,0.7654382071410526,7369,121,1,0.6296283449385927,0.04807896848645021,1
10,0.8568149725528105,9902,253,0,0.8634846083691153,0.48357458570386747,0
8,0.9490244736356168,8225,1562,1,0.13228794765103824,0.014647127272486737,1
34,0.46424945729881745,2554,1418,0,0.9775899603450432,0.9211438801808418,0
15,0.5795211410665156,4594,318,0,0.5826286460403656,0.9760860241995717,0
34,0.4066912093312922,2046,768,2,0.9954741523468144,0.22228276663858526,1
35,0.9947384515108626,2908,1618,1,0.9115147258658508,0.20810603459637278,0
28,0.9489006775470066,6742,329,2,0.2215172721131058,0.7537201765621296,1
13,0.6779699911963917,3925,119,1,0.056162009903313104,0.25337939882933447,1
7,0.8894233060634948,3636,652,2,0.25563909379536154,0.895076559161845,1
35,0.6646705840904295,6168,1049,1,0.5275636489994199,0.5739291361229822,1
44,0.7365099816019318,3902,247,2,0.17159636706519,0.3507776230103121,1
41,0.36238710248121164,4799,1231,0,0.1674597445179885,0.8326937463494201,0
40,0.8286892943477655,2070,502,1,0.4625935471051531,0.4934067004133952,1
28,0.38939943854466436,5906,695,1,0.03326797116935842,0.9116329137084755,1
35,0.8782473411767697,6242,1606,0,0.12188808253227046,0.928014236729381,0
10,0.8474196613692702,2919,466,2,0.41586133940794756,0.16542015212840933,1
6,0.7961212884200835,9194,1957,1,0.06312990920796646,0.0023234061319302723,1
24,0.32531226636733346,464,1537,1,0.39675505645552933,0.9839309401424022,0
32,0.51218984916173,4358,1432,2,0.4740062659484451,0.9061375361274794,1
15,0.48417879893758997,3219,901,0,0.4512666140731144,0.05544523570384141,1
8,0.5520954852300634,1963,1017,2,0.8691748574030873,0.8330342639410699,1
19,0.36134992273468697,215,1958,2,0.5300624550517324,0.4578049325592066,1
10,0.9558704761217438,7184,1257,2,0.46798046247804337,0.2589616050249752,1
34,0.6876615684986633,8116,1842,1,0.4107092453916662,0.8787465236769298,1
42,0.5138670174606165,2484,1406,0,0.8176233783044862,0.19666723239030726,0
6,0.5778870619519983,4035,1901,0,0.8950566039998331,0.9472999994200669,0
19,0.6130417783533849,7842,172,2,0.8532424691971175,0.20562148769934108,1
15,0.7204160333524321,5542,580,1,0.6735465781313908,0.6136831877287435,1
12,0.6609755993875484,2590,1475,2,0.13736174596867423,0.22308633452897486,1
30,0.9435743812500921,7080,659,1,0.27686996949201226,0.5456686649686348,1
49,0.6478744380340811,9234,1449,1,0.046063063681977434,0.6839751299151413,1
48,0.9945106103763188,7761,844,1,0.9308240749901141,0.19022793082013756,1
9,0.895997470421567,1824,1566,1,0.6607985296909104,0.5208857827006792,0
10,0.44595736005013503,8282,199,0,0.7463628843132415,0.469059744390119,0
30,0.9514166502507413,2867,1182,1,0.31157173958222895,0.07103742140334124,1
8,0.3814564785198332,1237,607,1,0.8456535222773424,0.8183078176753029,0
23,0.872214795943834,4217,357,2,0.2596032837084785,0.3356824006428417,1
24,0.566436305433606,3520,512,2,0.0016437571124496841,0.5745821975518796,1
37,0.9145820243115486,5945,1575,0,0.37641496252069395,0.5147842349331344,0
24,0.9076396830752151,4878,1188,2,0.5707614809590734,0.5132605045704423,1
16,0.8641477800823347,4006,694,1,0.47870485796552253,0.10722239420848745,1
5,0.8530213054149429,3737,1277,2,0.862076142576597,0.42348200924933277,1
30,0.5132753973686286,3053,365,0,0.10540528595616694,0.4523667592065702,1
18,0.3566434981358765,6029,920,2,0.5538234406337256,0.7336428403644485,1
42,0.582086125135613,376,1202,2,0.5129793498209074,0.8400188319206985,1
41,0.42146716049055605,2099,1438,0,0.281392982172163,0.544982278100018,0
15,0.7864657622317232,1327,761,0,0.8222281125770106,0.08678295406499048,0
40,0.5422698085764499,6437,1046,1,0.7528486558822063,0.23684947059654626,1
17,0.9829271406019404,3835,659,2,0.732859187331831,0.16493402685273106,1
47,0.7486804541417323,795,1016,1,0.876192478269556,0.12461506318912474,0
7,0.8757363945440526,9601,990,2,0.7227846006215212,0.36589929861780757,1
37,0.39276727091929386,4252,1371,2,0.23184129171472645,0.22939350215438203,1
10,0.9034101375908357,8001,1913,1,0.7055627116496911,0.2183031118115123,1
14,0.9459300333593761,7570,967,2,0.30770281338984384,0.054693174576267656,1
9,0.6409433431732551,7637,709,2,0.24217465034747054,0.01767004479543388,1
27,0.7243770564256842,2941,513,2,0.07300359289962732,0.1027682426497818,1
14,0.8353668606320968,4308,124,0,0.7440285803476767,0.17219747942363306,1
48,0.42238703908228875,8833,383,1,0.7110009619498112,0.43098372884820313,1
6,0.6517962535244097,1188,1572,0,0.23449947767409374,0.5105202612988446,0
17,0.5790641194406192,3463,980,1,0.749379016724156,0.14059191817336558,1
44,0.40246179451357433,124,400,1,0.917840883093553,0.4247833415241863,0
6,0.557274095604072,9864,1191,2,0.10802895749157926,0.3417488423259273,1
24,0.3477206165698455,6244,1130,1,0.23263663838677495,0.18342364349795603,0
5,0.31806833486464087,5768,916,0,0.7502607940873155,0.006840748148363551,1
41,0.3946164024083759,4336,1260,0,0.27450667350707825,0.4670178665217417,0
13,0.9741805781124215,8168,1287,0,0.6246639742837168,0.6856517492651993,0
21,0.6846706751265119,2335,182,1,0.08116422446371452,0.22627733414380702,1
13,0.976075512807254,7395,1773,0,0.4522024791035387,0.13180682989667936,0
15,0.6027485148310924,8492,1543,1,0.7390914219929531,0.8870427444469619,0
19,0.5182712931596817,8548,1196,0,0.6865139430432525,0.2750247724877978,0
28,0.6542993039881708,3847,1360,0,0.8150721006758068,0.22361261979266478,1
42,0.6076581820430371,3275,145,1,0.8774521266031688,0.8570969396099158,1
39,0.37396527898322074,4997,717,0,0.7731835012587582,0.8171070991667613,0
34,0.7485784202831443,5137,1027,2,0.671587742938926,0.4483464705246336,1
35,0.4512267277567197,7527,1923,1,0.03172249181603115,0.4892388614277745,1
9,0.7337115684284807,8705,361,1,0.534966673409444,0.21774870483402198,1
48,0.7551407646787074,2114,275,1,0.03769772491485279,0.0783016704795575,1
18,0.40641739719005365,1481,1289,2,0.8080678171160226,0.5734318253556611,1
15,0.3429447389774677,1198,756,1,0.3207245244599576,0.09834492159021313,1
13,0.8465331102479079,3526,941,0,0.5624293741179209,0.4492745469566498,0
38,0.621860296638524,3755,469,0,0.2794453073189026,0.9404971985130107,0
16,0.34071465685383306,8038,1918,0,0.7825001443802936,0.9528343891705844,0
39,0.9964064220188369,9201,153,1,0.8865025266419025,0.2393322865473586,1
39,0.34044639269745663,287,789,0,0.39864249421306397,0.6241134200456544,0
5,0.7865246602009872,5509,1542,1,0.862922393510989,0.47407626410785764,1
44,0.9885752476843894,2192,1879,0,0.2670750074563324,0.875685127586106,0
26,0.4674260729511479,2230,1630,2,0.5346609230755238,0.27143086427605323,1
33,0.3995745580810373,5342,1464,2,0.858761429838704,0.003702406832416849,1
12,0.3849694575957002,8649,1250,2,0.3258813426157904,0.1625612059314151,1
15,0.5122926032973169,5747,1532,2,0.9540422650780858,0.34952280116939805,1
45,0.37073206770745265,5285,466,1,0.12187950178138363,0.3157211297704886,1
41,0.7845129391858923,5876,1394,0,0.018275069723506232,0.7913629191228859,0
18,0.3436042586910439,8013,743,2,0.9041353525781907,0.6805606661388378,1
34,0.6565954897048527,7647,1728,1,0.06864866614787224,0.29955631961489726,1
39,0.9976877976970837,7923,478,2,0.9918891959474917,0.4577438171662134,1
25,0.8697791886542132,7455,172,2,0.9513968619791061,0.09555910395833522,1
41,0.7306536067617075,6565,1014,1,0.13702091003632066,0.8981464448201008,1
9,0.5143775345506282,1597,1371,1,0.5375846256925658,0.9354248244485341,1
23,0.7367270854041469,2655,959,0,0.18492029746714433,0.9798035353809381,0
